run_key,dataset_class,task_type,attack_severity,outer_fold
20260721_055536:37,denial_of_service,long_cube_then_cylinder_sort,medium,3
20260721_055624:38,denial_of_service,long_cube_then_cylinder_sort,high,3
20260721_055713:39,denial_of_service,short_cube_pick_place,low,3
20260721_055743:40,denial_of_service,long_cube_then_cylinder_sort,high,4
20260721_055821:41,denial_of_service,short_cube_pick_place,high,3
20260721_055840:42,denial_of_service,short_cube_pick_place,high,4
20260721_055858:43,denial_of_service,short_cube_pick_place,high,4
20260721_055917:44,denial_of_service,short_cube_pick_place,medium,2
20260721_055934:45,denial_of_service,long_cube_then_cylinder_sort,low,1
20260721_060011:46,denial_of_service,short_cube_pick_place,low,1
20260721_060039:47,denial_of_service,long_cube_then_cylinder_sort,low,4
20260721_060116:48,denial_of_service,short_cube_pick_place,low,2
20260721_060134:49,denial_of_service,long_cube_then_cylinder_sort,medium,5
20260721_060211:50,denial_of_service,long_cube_then_cylinder_sort,medium,4
20260721_060248:51,denial_of_service,long_cube_then_cylinder_sort,high,1
20260721_060337:52,denial_of_service,long_cube_then_cylinder_sort,medium,5
20260721_060414:53,denial_of_service,long_cube_then_cylinder_sort,medium,3
20260721_060502:54,denial_of_service,long_cube_then_cylinder_sort,high,5
20260721_060624:55,denial_of_service,short_cube_pick_place,medium,3
20260721_060654:56,denial_of_service,long_cube_then_cylinder_sort,high,3
20260721_060743:57,denial_of_service,long_cube_then_cylinder_sort,medium,1
20260721_060821:58,denial_of_service,long_cube_then_cylinder_sort,high,3
20260721_060910:59,denial_of_service,long_cube_then_cylinder_sort,medium,5
20260721_060958:60,denial_of_service,long_cube_then_cylinder_sort,high,1
20260721_061049:61,denial_of_service,short_cube_pick_place,low,3
20260721_061110:62,denial_of_service,short_cube_pick_place,medium,3
20260721_061127:63,denial_of_service,short_cube_pick_place,medium,1
20260721_061147:64,denial_of_service,long_cube_then_cylinder_sort,high,5
20260721_061309:65,denial_of_service,short_cube_pick_place,high,4
20260721_061333:66,denial_of_service,short_cube_pick_place,medium,2
20260721_061350:67,denial_of_service,long_cube_then_cylinder_sort,low,5
20260721_061427:68,denial_of_service,long_cube_then_cylinder_sort,low,1
20260721_061504:69,denial_of_service,long_cube_then_cylinder_sort,high,2
20260721_061552:70,denial_of_service,short_cube_pick_place,medium,1
20260721_061612:71,denial_of_service,short_cube_pick_place,low,4
20260721_061629:72,denial_of_service,short_cube_pick_place,medium,3
20260721_061646:73,denial_of_service,short_cube_pick_place,high,2
20260721_061704:74,denial_of_service,long_cube_then_cylinder_sort,medium,2
20260721_061803:75,denial_of_service,long_cube_then_cylinder_sort,medium,2
20260721_061840:76,denial_of_service,short_cube_pick_place,low,2
20260721_061857:77,denial_of_service,long_cube_then_cylinder_sort,medium,3
20260721_061957:78,denial_of_service,short_cube_pick_place,high,2
20260721_062017:79,denial_of_service,short_cube_pick_place,high,5
20260721_062058:80,denial_of_service,long_cube_then_cylinder_sort,high,4
20260721_062146:81,denial_of_service,long_cube_then_cylinder_sort,low,5
20260721_062245:82,denial_of_service,short_cube_pick_place,low,3
20260721_062302:83,denial_of_service,long_cube_then_cylinder_sort,low,3
20260721_062400:84,denial_of_service,short_cube_pick_place,high,5
20260721_062429:85,denial_of_service,short_cube_pick_place,medium,1
20260721_062446:86,denial_of_service,short_cube_pick_place,medium,5
20260721_062503:87,denial_of_service,long_cube_then_cylinder_sort,low,2
20260721_062552:88,denial_of_service,short_cube_pick_place,low,2
20260721_062609:89,denial_of_service,long_cube_then_cylinder_sort,high,2
20260721_062647:90,denial_of_service,long_cube_then_cylinder_sort,low,4
20260721_062735:91,denial_of_service,short_cube_pick_place,medium,4
20260721_062753:92,denial_of_service,short_cube_pick_place,low,5
20260721_062810:93,denial_of_service,long_cube_then_cylinder_sort,medium,4
20260721_062858:94,denial_of_service,short_cube_pick_place,high,5
20260721_062927:95,denial_of_service,long_cube_then_cylinder_sort,low,5
20260721_063004:96,denial_of_service,long_cube_then_cylinder_sort,low,3
20260721_063051:97,denial_of_service,long_cube_then_cylinder_sort,medium,1
20260721_063141:98,denial_of_service,short_cube_pick_place,high,5
20260721_063204:99,denial_of_service,short_cube_pick_place,medium,1
20260721_063228:100,denial_of_service,long_cube_then_cylinder_sort,low,2
20260721_071920:1,replay_attack,short_cube_pick_place,medium,2
20260721_071937:2,replay_attack,short_cube_pick_place,low,5
20260721_071954:3,replay_attack,short_cube_pick_place,low,4
20260721_072011:4,replay_attack,short_cube_pick_place,medium,3
20260721_072028:5,replay_attack,long_cube_then_cylinder_sort,high,5
20260721_072105:6,replay_attack,long_cube_then_cylinder_sort,low,2
20260721_072142:7,replay_attack,long_cube_then_cylinder_sort,high,2
20260721_072219:8,replay_attack,long_cube_then_cylinder_sort,medium,2
20260721_072257:9,replay_attack,short_cube_pick_place,high,4
20260721_072318:10,replay_attack,short_cube_pick_place,low,2
20260721_072348:11,replay_attack,short_cube_pick_place,high,1
20260721_072405:12,replay_attack,long_cube_then_cylinder_sort,high,2
20260721_072443:13,replay_attack,long_cube_then_cylinder_sort,low,2
20260721_072521:14,replay_attack,short_cube_pick_place,low,4
20260721_072538:15,replay_attack,short_cube_pick_place,low,2
20260721_072555:16,replay_attack,long_cube_then_cylinder_sort,low,1
20260721_072632:17,replay_attack,short_cube_pick_place,medium,3
20260721_072652:18,replay_attack,short_cube_pick_place,high,3
20260721_072709:19,replay_attack,long_cube_then_cylinder_sort,high,2
20260721_072746:20,replay_attack,short_cube_pick_place,high,5
20260721_072809:21,replay_attack,short_cube_pick_place,medium,4
20260721_072826:22,replay_attack,long_cube_then_cylinder_sort,high,3
20260721_072904:23,replay_attack,short_cube_pick_place,medium,5
20260721_072923:24,replay_attack,long_cube_then_cylinder_sort,high,5
20260721_073000:25,replay_attack,long_cube_then_cylinder_sort,low,5
20260721_073038:26,replay_attack,short_cube_pick_place,low,3
20260721_073055:27,replay_attack,short_cube_pick_place,high,2
20260721_073112:28,replay_attack,short_cube_pick_place,high,5
20260721_073130:29,replay_attack,long_cube_then_cylinder_sort,low,3
20260721_073207:30,replay_attack,long_cube_then_cylinder_sort,low,4
20260721_073245:31,replay_attack,long_cube_then_cylinder_sort,medium,4
20260721_073323:32,replay_attack,short_cube_pick_place,high,5
20260721_073341:33,replay_attack,long_cube_then_cylinder_sort,medium,3
20260721_073418:34,replay_attack,short_cube_pick_place,low,2
20260721_073440:35,replay_attack,long_cube_then_cylinder_sort,medium,5
20260721_073517:36,replay_attack,short_cube_pick_place,low,3
20260721_073536:37,replay_attack,long_cube_then_cylinder_sort,medium,1
20260721_073613:38,replay_attack,long_cube_then_cylinder_sort,high,3
20260721_073651:39,replay_attack,short_cube_pick_place,low,1
20260721_073710:40,replay_attack,long_cube_then_cylinder_sort,high,5
20260721_073748:41,replay_attack,short_cube_pick_place,high,2
20260721_073806:42,replay_attack,short_cube_pick_place,high,4
20260721_073823:43,replay_attack,short_cube_pick_place,high,1
20260721_073844:44,replay_attack,short_cube_pick_place,medium,5
20260721_073905:45,replay_attack,long_cube_then_cylinder_sort,low,4
20260721_073942:46,replay_attack,short_cube_pick_place,low,1
20260721_074000:47,replay_attack,long_cube_then_cylinder_sort,low,5
20260721_074037:48,replay_attack,short_cube_pick_place,low,1
20260721_074057:49,replay_attack,long_cube_then_cylinder_sort,medium,5
20260721_074135:50,replay_attack,long_cube_then_cylinder_sort,medium,4
20260721_074214:51,replay_attack,long_cube_then_cylinder_sort,high,5
20260721_074252:52,replay_attack,long_cube_then_cylinder_sort,medium,1
20260721_074329:53,replay_attack,long_cube_then_cylinder_sort,medium,1
20260721_074406:54,replay_attack,long_cube_then_cylinder_sort,high,1
20260721_074444:55,replay_attack,short_cube_pick_place,medium,1
20260721_074505:56,replay_attack,long_cube_then_cylinder_sort,high,1
20260721_074543:57,replay_attack,long_cube_then_cylinder_sort,medium,3
20260721_074620:58,replay_attack,long_cube_then_cylinder_sort,high,4
20260721_074700:59,replay_attack,long_cube_then_cylinder_sort,medium,5
20260721_074737:60,replay_attack,long_cube_then_cylinder_sort,high,4
20260721_074815:61,replay_attack,short_cube_pick_place,low,5
20260721_074832:62,replay_attack,short_cube_pick_place,medium,4
20260721_074854:63,replay_attack,short_cube_pick_place,medium,1
20260721_074919:64,replay_attack,long_cube_then_cylinder_sort,high,4
20260721_074956:65,replay_attack,short_cube_pick_place,high,3
20260721_075017:66,replay_attack,short_cube_pick_place,medium,4
20260721_075042:67,replay_attack,long_cube_then_cylinder_sort,low,2
20260721_075118:68,replay_attack,long_cube_then_cylinder_sort,low,1
20260721_075155:69,replay_attack,long_cube_then_cylinder_sort,high,4
20260721_075233:70,replay_attack,short_cube_pick_place,medium,3
20260721_075251:71,replay_attack,short_cube_pick_place,low,3
20260721_075308:72,replay_attack,short_cube_pick_place,medium,5
20260721_075327:73,replay_attack,short_cube_pick_place,high,5
20260721_075349:74,replay_attack,long_cube_then_cylinder_sort,medium,2
20260721_075427:75,replay_attack,long_cube_then_cylinder_sort,medium,3
20260721_075504:76,replay_attack,short_cube_pick_place,low,2
20260721_075521:77,replay_attack,long_cube_then_cylinder_sort,medium,2
20260721_075558:78,replay_attack,short_cube_pick_place,high,4
20260721_075619:79,replay_attack,short_cube_pick_place,high,3
20260721_075637:80,replay_attack,long_cube_then_cylinder_sort,high,3
20260721_075716:81,replay_attack,long_cube_then_cylinder_sort,low,2
20260721_075753:82,replay_attack,short_cube_pick_place,low,3
20260721_075811:83,replay_attack,long_cube_then_cylinder_sort,low,3
20260721_075848:84,replay_attack,short_cube_pick_place,high,1
20260721_075913:85,replay_attack,short_cube_pick_place,medium,1
20260721_075935:86,replay_attack,short_cube_pick_place,medium,1
20260721_075954:87,replay_attack,long_cube_then_cylinder_sort,low,1
20260721_080031:88,replay_attack,short_cube_pick_place,low,4
20260721_080048:89,replay_attack,long_cube_then_cylinder_sort,high,1
20260721_080126:90,replay_attack,long_cube_then_cylinder_sort,low,1
20260721_080204:91,replay_attack,short_cube_pick_place,medium,2
20260721_080221:92,replay_attack,short_cube_pick_place,low,5
20260721_080238:93,replay_attack,long_cube_then_cylinder_sort,medium,3
20260721_080316:94,replay_attack,short_cube_pick_place,high,4
20260721_080334:95,replay_attack,long_cube_then_cylinder_sort,low,4
20260721_080411:96,replay_attack,long_cube_then_cylinder_sort,low,5
20260721_080448:97,replay_attack,long_cube_then_cylinder_sort,medium,4
20260721_080526:98,replay_attack,short_cube_pick_place,high,2
20260721_080607:99,replay_attack,short_cube_pick_place,medium,2
20260721_080626:100,replay_attack,long_cube_then_cylinder_sort,low,3
